source,id,url,title,abstract,publication_date,year,doi
pubmed,42232339,https://pubmed.ncbi.nlm.nih.gov/42232339/,Listeria Genome Identification Using DNABERT Embedding With LightGBM and SHAP-Based Explainable Classification.,"Prompt and accurate identification of Listeria monocytogenes at the whole-genome level is essential for food safety surveillance and outbreak prevention, yet existing culture-based, PCR, and next-generation sequencing (NGS) workflows are either slow, labor-intensive, or rely on opaque machine learning models with limited interpretability. This study proposes an explainable genomic classification framework that couples transformer-based DNA embeddings with gradient boosting to distinguish Listeria from non-Listeria genomes. A curated dataset of 700 complete bacterial genomes (350 L. monocytogenes and 350 biologically related non-Listeria genomes) was assembled from the NCBI Assembly database and rigorously filtered to retain high-quality assemblies. Each genome was tokenized into overlapping 6-mers and encoded using the pretrained DNABERT model to obtain contextual genome-level embeddings, which were then classified with a LightGBM classifier. Model decisions were interpreted using SHapley Additive exPlanations (SHAP) to quantify the contribution of individual embedding dimensions and associated k-mer patterns to each prediction. After final verification of the confusion matrix, the proposed DNABERT + LightGBM + SHAP pipeline correctly classified 335/350 Listeria genomes and 330/350 non-Listeria genomes, corresponding to 665/700 correct classifications and a corrected accuracy of 95.00%. The same evaluation yielded precision of 94.37%, recall of 95.71%, F1-score of 95.03%, and an AUC of 0.9976. Comparative experiments show that the framework consistently outperforms conventional k-mer-based Random Forest, TF-IDF + SVM, CNN, XGBoost, and DNABERT + Logistic Regression baselines across all metrics. Beyond its strong predictive performance, SHAP-based analysis reveals discriminative sequence patterns that may correspond to putative genomic signatures of Listeria. Overall, the proposed approach provides a high-performance, interpretable tool for genome-scale Listeria identification and offers a transferable template for explainable pathogen genomics in food safety and public health applications.",2026,2026,
pubmed,42228706,https://pubmed.ncbi.nlm.nih.gov/42228706/,"Integrating network toxicology, machine learning, and single-cell sequencing to reveal the FASN-mediated role of phenolic endocrine disruptors in water in promoting prostate cancer.","Phenolic endocrine-disrupting chemicals (EDCs) like nonylphenol (NP) and octylphenol (OP) are widespread water pollutants. Their estrogen-like properties are suspected contributors to prostate cancer, but their precise molecular mechanisms remain unclear. We employed a multidimensional framework to investigate this link. Potential NP/OP targets were predicted using SwissTargetPrediction, SEA, and CTD databases and cross-referenced with prostate cancer-associated genes from GeneCards and OMIM. Differential expression analysis of the GSE46602 dataset (36 tumor vs. 14 benign samples) identified candidate genes, which were refined to core genes using Least Absolute Shrinkage and Selection Operator (LASSO) and Support Vector Machine-Recursive Feature Elimination (SVM-RFE) algorithms. Their diagnostic power was evaluated via an Artificial Neural Network (ANN) model and validated in The Cancer Genome Atlas (TCGA) cohort. Single-cell RNA sequencing data from six prostate cancer samples (GSE137829) were analyzed to reveal cell-type-specific expression patterns. Molecular docking and molecular dynamics (MD) simulations assessed binding stability between pollutants and target proteins. We identified 143 overlapping genes between NP/OP targets and prostate cancer-associated genes, significantly enriched in lipid metabolism and prostate cancer pathways (adjusted P < 0.05). Dual-algorithm screening identified four core genes (ENPP2, FASN, PTGS2, and CHRM1). Among them, Fatty Acid Synthase (FASN) exhibited the best diagnostic performance in the TCGA validation cohort (AUC = 0.800), outperforming PTGS2 (0.783), ENPP2 (0.621), and CHRM1 (0.605), and was significantly overexpressed in prostate cancer tissues (|log2FC| > 1, adjusted P < 0.05). Single-cell analysis across seven annotated cell types revealed specific FASN overexpression in epithelial cells, with expression progressively upregulated along pseudotime disease trajectories. Gene Set Variation Analysis (GSVA) demonstrated significant activation of oncogenic pathways - including PI3K-AKT-mTOR, androgen response, and early estrogen response - in FASN-high epithelial cells. Molecular docking confirmed favorable binding of NP and OP to FASN (binding affinities of -6.0 and -6.1 kcal/mol, respectively), and MD simulations showed that both complexes reached stable equilibrium with RMSD fluctuations below 0.3 nm. Molecular Mechanics/Generalized Born Surface Area (MM/GBSA) calculations further yielded binding free energies of -19.70 kcal/mol (NP-FASN) and -17.24 kcal/mol (OP-FASN). This study computationally identifies FASN as a potential molecular hub that may link phenolic EDC exposure to prostate cancer. Our bioinformatic analyses suggest a hypothetical mechanism involving pollutant-driven disruption of lipid metabolic reprogramming via FASN, potentially activating a pro-oncogenic network, which warrants future experimental validation.",2026,2026,
pubmed,42227710,https://pubmed.ncbi.nlm.nih.gov/42227710/,Beyond Molecular Structures: Investigating Demographic Factors in Drug-Induced Cardiotoxicity Prediction Models.,"Predicting drug-induced cardiotoxicity remains one of the most important challenges in drug safety, contributing to a substantial share of clinical trial failures and postmarket withdrawals. While clinical evidence shows differences in adverse responses across sex, age, and body mass, incorporating demographic factors into in silico prediction models remains challenging. We developed CARBIDE (CARdiotoxicity Based on Integrated Demographic Evidence), a collection of 27 dataset variants derived from the FAERS pharmacovigilance database, to systematically evaluate whether meaningful structure-demographic interactions could be learned from spontaneous reporting data. Through systematic evaluation of different FAERS filtering criteria, cardiotoxicity definitions, and statistical methods, together with comprehensive ablation studies, we found that machine learning models failed to extract useful structure-demographic relationships. The models either learned population-level statistics or relied solely on structural information, with demographic features derived using our approach providing little additional predictive value. While these findings reveal fundamental limitations in using pharmacovigilance data for demographic-aware toxicity prediction, CARBIDE's systematic evaluation provides important insights for the field, helping guide future efforts toward more effective approaches in personalized cardiotoxicity prediction.",2026 Jun 02,2026,
pubmed,42227533,https://pubmed.ncbi.nlm.nih.gov/42227533/,Uncovering Shared Diagnostic Genes and Mechanisms in Chronic Kidney Disease and Atherosclerosis: A Bioinformatics Approach.,"The purpose of this study was to screen for common diagnostic genes and identify possible molecular mechanisms underlying CKD combined with AS using bioinformatic methods. We retrieved the gene expression profiles of CKD and AS from the Gene Expression Omnibus (GEO). Using differential expression combined with WGCNA, we identified hub genes shared by CKD and AS. GO and KEGG enrichment analyses were conducted. To screen the diagnostic biomarker, we constructed PPI networks and applied three ML methods: least absolute shrinkage and selection operator (ASSO), random forest (RF), and Support Vector Machine-Recursive Feature Elimination (SVM-RFE). The diagnostic performance for the candidate gene was assessed by a receiver operating characteristic curve (ROC) on the training set and the external validation dataset. CIBERSORT is used to evaluate immune cell infiltration the DGIdb database predicts possible drugs for treatment. We found a total of 119 common genes highly correlated between CKD and AS. The enrichment results showed that these genes are mainly related to the cytoskeleton in the muscle cell, vascular smooth muscle contraction, cGMP-PKG signaling pathway and NF-kappa B signaling pathway. By the integrative PPI and ML analysis, TAGLN was selected as the hub common gene. TAGLN had good diagnostic efficiency (AUC > 0.70) across the training and validation cohorts. Immune infiltration analysis showed significant dysregulation of several immune cells for both diseases. Moreover, two candidate drugs acting on TAGLN were found. In this research, we have revealed that TAGLN was an effective diagnostic indicator in CKD-AS comorbidity. The multi-algorithms confirmed TAGLN's outstanding diagnostic ability among six independent samples. Mechanistically, cytoskeletal dysregulation seems to be the key connection of the two diseases, and there is a strong correlation between TAGLN expression and immune cell infiltration. Recombinant transforming growth factor-β1 and azacitidine could possibly function by modulating TAGLN. Our study not only reveals the molecular basis of CKD-AS comorbidity but also provides some useful targets for developing novel diagnostic or therapeutic strategies. We believe our results provide clues to the possibility of using TAGLN as an ideal common diagnostic marker for CKD and AS, and point out some common molecular mechanisms and possible treatment targets between the two diseases that will provide new clues to future research on their pathogenesis, diagnosis, and therapy.",2026 May 20,2026,
pubmed,42227369,https://pubmed.ncbi.nlm.nih.gov/42227369/,Biomarkers and Potential Therapeutic Agents for Chronic Kidney Disease in the Context of Aging: An Integrated Bioinformatics and Machine Learning Study.,"Aging is a key factor accelerating the progression of chronic kidney disease (CKD). This study aims to identify core therapeutic targets for aging-related CKD and predict potential therapeutic agents. CKD expression profile was constructed by combining the GSE37171 and GSE62792 datasets. Differentially expressed genes (DEGs) were identified through differential expression analysis, followed by the intersection of these DEGs with key module genes from weighted gene co-expression network analysis and aging-related genes to pinpoint aging-related DEGs (ARDEGs). Machine learning algorithms were employed to identify hub genes, while ROC curves and nomogram models were used to evaluate the diagnostic performance of these genes. Gene set enrichment analysis (GSEA) was conducted to explore the molecular mechanisms underlying the hub genes. Finally, the DGIdb database was utilized to predict potential agents. Three hub genes-AGER, PDGFRB, and SOD2-were selected through machine learning. GSEA revealed its involvement in the CKD process. ROC analysis demonstrated the potential diagnostic value, while the nomogram model exhibited strong predictive performance. Seven potential therapeutic agents were predicted through drug-target interaction analysis. AGER, PDGFRB, and SOD2 were identified as potential key targets linking aging to CKD, specifically through their roles in CKD-related fibrosis and oxidative stress. The predicted drugs targeting these mechanisms show promise for therapeutic intervention. However, experimental validation is required to confirm the therapeutic potential of these findings. This study identifies key targets for CKD in the context of aging and predicts agents with potential therapeutic value, providing insights for treatment development.",2026 May 20,2026,
pubmed,42226621,https://pubmed.ncbi.nlm.nih.gov/42226621/,Overrepresentation Bias Leads to Performance Overestimation in Blood-Brain Barrier Permeability Prediction Models: Characterization and Mitigation.,"Recent advancements in blood-brain barrier permeability (BBBP) prediction of drug compounds have highlighted the growing role of machine learning, particularly deep learning. While considerable attention has been given to feature engineering and model design, their evaluation often receives insufficient attention despite its fundamental role in model credibility. In this work, we study a phenomenon we term <i>overrepresentation bias</i>, susceptible to be found in drug property databases, characterized by the presence of near-identical compounds with the same or nearly identical property values. Our findings reveal that overrepresentation bias leads to overly optimistic performance estimates in BBBP prediction models by significantly inflating test evaluation metrics─13.3% in average for the area under curve and 16.44% in average for the macro F1-score. To address this bias, we propose (i) an automatic detection algorithm and (ii) a bias-aware data handling procedure. We recommend adopting this approach to ensure more reliable model evaluations. Given that overrepresentation bias can affect performance estimation more than feature selection, model architecture, or even training data, we urge both academic and industrial communities to acknowledge its significance and take proactive measures to identify and address this bias in future studies.",2026 Jun 02,2026,
pubmed,42224874,https://pubmed.ncbi.nlm.nih.gov/42224874/,Machine learning-based prediction of antibiotic resistance gene distribution in agricultural soils under different climate change scenarios.,"Antibiotic resistance genes (ARGs) in agricultural soils represent a major public health concern, as climate change is believed to augment their dissemination and abundance. Understanding the impact of future climate change scenarios on ARG abundance is essential to implement predictive and proactive One Health strategies. In this study, a total of 2301 soil samples from 67 countries across six continents were compiled from three global metagenome databases, namely NCBI SRA, MG-RAST, and JGI IMG/M. Six machine learning models, namely LightGBM, XGBoost, Random Forest, Support Vector Machines, Deep Neural Networks, and Logistic Regression, were used to predict ARG distribution patterns in agricultural soils, and their performance was evaluated using stratified 10-fold cross-validation with metrics such as AUC-ROC, precision, recall, F1 score, and Matthews Correlation Coefficient. WorldClim 2.1 and CMIP6 models were used to project ARG distribution under three Representative Concentration Pathway scenarios, namely RCP 2.6, RCP 4.5, and RCP 8.5, for the years 2050 and 2070. The LightGBM model achieved the best predictive performance, with an AUC-ROC of 0.957 (95% CI: 0.951-0.963), substantially higher than that of the other models, while the Deep Neural Networks model achieved an AUC-ROC of 0.891. The LightGBM model demonstrated high stability across cross-validation folds, with minimal fold-to-fold variance, defined as the standard deviation of AUC-ROC scores across the 10 folds (SD = 0.008). SHAP feature importance analysis identified soil temperature, pH, and organic carbon content as the top three factors influencing ARG relative abundance, with SHAP values of 0.342, 0.287, and 0.251, respectively. Annual precipitation and soil moisture level were also identified as significant contributors to ARG distribution. SHAP dependency plots revealed critical thresholds for ARG relative abundance, with a sharp increase observed independently when soil temperature exceeds 18 °C and when soil pH drops below 6.5. Furthermore, a non-linear accelerating increase in ARG abundance risk was observed as climate change intensity worsened across scenarios. Projections for future climate change scenarios indicate a potential 34.7% increase in high-risk ARG zones by the year 2070, with the largest changes expected in South Asia, Sub-Saharan Africa, and Mediterranean regions. Paired t-tests revealed significant differences in performance among all models (p < 0.001). These findings demonstrate that gradient-boosting methods such as LightGBM outperform deep learning approaches for ARG prediction from soil microbiome data, offering higher accuracy and interpretability. As climate change is projected to increase ARG risks in a non-linear manner, the development of climate-adaptive agricultural practices and global surveillance systems is urgent. This framework provides actionable risk-mapping tools to support precision farming and region-specific policy interventions within the One Health approach.",2026 Jun 01,2026,
pubmed,42222437,https://pubmed.ncbi.nlm.nih.gov/42222437/,Associations of Normalization and Regularization with Machine Learning Overfitting in Cross-dataset Classification of Deaths Using Transcriptomic and Clinical Data: A Secondary Analysis of Publicly Available Databases.,"Normalization can standardize and improve machine learning (ML) performance on omics data. However, it is unclear whether normalization is associated with overfitting (i.e., worse cross-dataset performance than intra-dataset performance). Therefore, we aimed to examine associations of normalization and regularization with overfitting of ML on omics data. Using three paired transcriptomic and clinical datasets (lung adenocarcinoma: the Cancer Genome Atlas (TCGA)/Oncology Singapore; melanoma: TCGA/Dana-Farber Cancer Institute; glioblastoma: TCGA/Clinical Proteomic Tumor Analysis Consortium), we applied ANOVA-based gene selection methods, six normalization methods, and six ML models to classify cancer patients' deaths. Balanced accuracy (BA) and area under the curve (AUC) in intra- and cross-dataset settings were compared using inferential analyses. Normalization consistently improved intra-dataset performance (median BA/AUC changes: 0.035-0.214/0.115-0.279) on all data, particularly with Z_Raw, but decreased or slightly increased cross-dataset performance (median BA/AUC changes: -0.029-0.079/0.029-0.064). Least Absolute Shrinkage and Selection Operator (LASSO) model without normalization consistently outperformed most of the ML models in cross-dataset testing across cancer types. ML models on all and molecular-alone data showed similar best performances. Normalization increases ML's intra-dataset performance and overfitting in three paired cancer transcriptomic and clinical datasets. Regularized models such as LASSO appear to mitigate overfitting and achieve robust cross-dataset performance. Therefore, cross-dataset evaluation and regularized models are recommended to assess and reduce overfitting, while normalization should be used cautiously. Adding clinical data seems to have little impact on ML models' performance. However, future work on other diseases and datasets is warranted.",2026 Mar 19,2026,
pubmed,42222119,https://pubmed.ncbi.nlm.nih.gov/42222119/,Development and validation of the C-reactive protein-triglyceride-glucose index for predicting short- and long-term mortality in critically ill patients with coronary artery disease: a multicenter cohort study.,"The C-reactive protein-triglyceride glucose index (CTI) has been proposed as a novel biomarker of insulin resistance and inflammation, but its association with mortality in critically ill patients with coronary artery disease (CAD) remains unclear. This study aimed to evaluate the associations between the CTI and both short- and long-term all-cause mortality and to assess the predictive value of this index. Patients with CAD were identified from the MIMIC-IV database and divided into internal training and testing cohorts, while an external validation cohort was derived from the eICU-CRD and Shenzhen Regional Health Information Platform (SRHIP) database. Based on the optimal CTI cut-off values, patients were grouped into three categories. The primary outcomes were short-term (30-day) and long-term (365-day) all-cause mortality. Associations between the CTI and mortality were examined using Kaplan-Meier curves, restricted cubic spline regression, and Cox proportional hazards models. Subgroup, mediation and sensitivity analyses tested result robustness. The CTI was further compared with other single predictors, and six machine learning (ML) models were built to assess its predictive performance. Finally, the SHapley Additive exPlanations (SHAP) analysis identified feature contributions, and a user-friendly web application was developed. The primary cohort included 1,561 patients, and two external validation cohorts included 242 and 105 patients from the eICU-CRD and SRHIP databases. High CTI values were significantly associated with increased short- and long-term mortality, demonstrating a nonlinear dose-response relationship. The CTI exhibited particularly high predictive value for short-term outcomes. The incorporation of the CTI into ML models notably improved the predictive performance, and this improvement was confirmed in the external validation cohort. The CTI was identified as an independent predictor of short- and long-term mortality in critically ill patients with CAD, with a particularly high predictive value for short-term risk stratification. Integrating the CTI into predictive models significantly increased the prognostic accuracy.",2026,2026,
pubmed,42220300,https://pubmed.ncbi.nlm.nih.gov/42220300/,Deep blueprint: A literature review and guide to automated image classification for ecologists.,"Deep learning (DL) is a powerful tool to extract ecological information from large image datasets efficiently and consistently. However, applying these methods remains challenging, due in part to the complexity of DL workflows and the dynamic nature of available tools. To address this, we created a practical guide and review, focused on one of the fundamental tasks in automated image analysis: image classification. Our approach integrates commonly used software and highlights key steps-from image acquisition to annotated, model-ready datasets, to training, evaluation and deployment. It is modular and supported by a flexible code base (in Python, with R alternatives where possible) and Graphical User Interfaces (GUIs), enabling adaptation to different models and ecological objectives. The goal is to empower ecologists to confidently incorporate computer vision into their research. We illustrate this approach, using an open-source ROV dataset from the Norwegian Sea, featuring deep-sea biotopes defined by multivariate clusters of depth, substrate type, and associated species. To balance accessibility for users alongside performance, we focused on CNN models from the Ultralytics ML Platform (YOLO V.8 and V.11), comparing the full suite of architectures that range in complexity and efficiency. Cross-validation revealed high overall performances and that larger, more complex models are not always superior, with YOLO V.8m best (accuracy and macro-averaged performance metrics = ~0.97-0.98). Notably, high performances were achieved despite labels being based on both visual and external environmental predictors, suggesting visual features alone were sufficient for classification in this dataset. We highlight that the decision to deploy a model must be made in light of the study's objectives, with domain-based reasoning and experience guiding every stage of implementation. This work offers a practical blueprint for implementing DL in ecological research, promoting broader adoption and supporting reproducibility and more efficient, standardised, and sustainable monitoring; in this case of deep-sea biotopes, which is essential for marine spatial planning.",2026 Jun 01,2026,
pubmed,42218515,https://pubmed.ncbi.nlm.nih.gov/42218515/,ABCC2 as a novel therapeutic target in lung adenocarcinoma: a machine learning-driven discovery linking ammonia metabolism to prognosis and drug resistance.,"Ammonia, long regarded as a metabolic waste product, has recently been recognized as a pivotal oncometabolite in the tumor microenvironment, contributing to cancer progression and immune evasion. However, its prognostic value and therapeutic relevance in lung adenocarcinoma (LUAD) remain insufficiently characterized. Transcriptomic data from multiple LUAD cohorts were obtained from public databases. Ten machine learning algorithms were integrated into 101 combinations to construct predictive models and identify key genes associated with prognosis. The tumor immune microenvironment (TIME) and immunotherapy sensitivity were evaluated using established computational methods. The functional impact of the top candidate gene was validated through in vitro and in vivo experiments. Additionally, candidate agents whose efficacy correlates with ABCC2 expression were screened, and molecular docking was performed to analyze binding affinity and interaction modes. The Ammonia Metabolism Score (AMs) emerged as an independent prognostic index for LUAD. A high AMs was associated with a suppressed TIME, characterized by fewer tumor-infiltrating lymphocytes such as CD8⁺ T cells, and showed resistance to immunotherapy. Consistently, ABCC2 itself also demonstrated significant potential as a prognostic biomarker in LUAD. Overexpression of ABCC2 altered the expression of core ammonia-metabolism genes and drove the proliferation of lung adenocarcinoma cell lines both in vitro and in vivo. This study identifies tumor ammonia metabolism as a critical determinant of prognosis and immunotherapy resistance in LUAD. ABCC2 is further established as a key driver of this adverse phenotype, positioning it as a novel prognostic biomarker and a promising therapeutic target.",2026 May 30,2026,
pubmed,42216354,https://pubmed.ncbi.nlm.nih.gov/42216354/,"Environmental toxicant glyphosate induces cardiotoxicity: New insights from network toxicology, integrated machine learning, molecular modeling and multidimensional bioinformatics analysis.","Glyphosate is one of the world's most widely used herbicide, yet the causal relationship between glyphosate and cardiotoxicity remains inadequate. To elucidate the cardiotoxic mechanisms of glyphosate, an integrative strategy was developed in this work, which combines computational toxicometry, predictive machine learning, and atomic-level molecular modeling. Initially, glyphosate's systematic toxicological profile was evaluated using ProTox-3.0 and ADMETlab 3.0. Candidate genes associated with glyphosate were obtained from 3 separate databases. Target genes associated with cardiotoxicity were integrated from 2 databases. Intersection analysis identified 113 core candidate genes associated with glyphosate and cardiotoxicity. Functional enrichment-related analyses were employed and revealed that the target genes were significantly involved in key biological processes such as ERBB3 signaling pathways. In order to refine the candidate genes to a more precise gene pool, net topology analyses were employed and identified 16 key feature genes. We subsequently integrated machine learning algorithms and validated the results using the GEO database, ultimately identifying 4 hub genes, AKT1, IL1B, BRCA1, and PTGS2. Finally, we applied molecular docking analysis and revealed strong binding affinities, which suggested direct interaction mechanisms in glyphosate-induced cardiotoxicity. In summary, our study establishes a comprehensive mechanistic framework for glyphosate-induced cardiotoxicity.",2026 May 29,2026,
pubmed,42216024,https://pubmed.ncbi.nlm.nih.gov/42216024/,Network toxicology and bioinformatics reveal potential molecular links between cadmium exposure and pancreatic cancer.,"Environmental cadmium (Cd) pollution poses a severe threat to human health due to its strong bioaccumulation and high carcinogenicity. Although Cd exposure has been linked to various cancers, its specific role in pancreatic cancer (PC) remains unclear. This study aimed to explore the molecular mechanisms underlying Cd-associated PC and identify potential diagnostic and therapeutic targets. Transcriptomic data of PC were obtained from the GEO database to screen differentially expressed genes (DEGs), which were then intersected with Cd-related genes retrieved from the Comparative Toxicogenomics Database (CTD). Functional enrichment analyses, including GO and KEGG, were conducted to identify key biological processes and pathways. Multiple machine learning algorithms were used to construct a diagnostic model and identify hub genes. Furthermore, molecular docking and molecular dynamics simulations were performed to evaluate drug-target interactions, and in vitro experiments were used to validate the effects of Cd exposure on PC cell proliferation and invasiveness. A total of five key genes-FN1, COL5A1, AHR, COL3A1, and TIMP1-were identified as core regulators of Cd-associated PC. Functional analyses indicated that Cd primarily affects the extracellular matrix (ECM) metabolic and collagen remodeling pathways. Experimental results confirmed that Cd exposure significantly enhanced the proliferation and invasiveness of PC cells. Molecular docking and dynamics simulations revealed that the EGFR inhibitor dacomitinib exhibited favorable predicted binding affinity to FN1, suggesting its potential as a therapeutic agent. This study reveals that Cd may promote the malignant progression of PC by regulating ECM remodeling through key genes such as FN1. Dacomitinib shows promise as an FN1-associated therapy, offering new insights for the precise prevention and treatment of Cd-associated PC.",2026 May 29,2026,
pubmed,42215930,https://pubmed.ncbi.nlm.nih.gov/42215930/,Beyond prediction: explainable machine learning for ferritin estimation from complete blood count.,"Serum ferritin is a primary marker of body iron stores; however, its diagnostic utility is limited by cost and non-specific elevation during inflammatory states. This study aimed to develop and validate explainable machine learning (ML) models to estimate ferritin status using only widely available and cost-effective complete blood count (CBC) and demographic parameters. This prospective study analyzed 12,450 adult laboratory records. To ensure ferritin reflected true iron status, cases with inflammation (elevated white blood cell count or erythrocyte sedimentation rate) were excluded. A balanced dataset of 7,200 samples was used to train five supervised ML algorithms, including Logistic Regression, XGBoost, and Artificial Neural Network (ANN), for both binary classification and regression tasks. Model interpretability was assessed using SHapley Additive Explanations (SHAP) to evaluate global feature importance. The ANN model achieved the best classification performance, with an area under the curve of 0.837 and an F1-score of 0.760 in discriminating low ferritin levels (< 30 ng/mL) from normal values. Although the regression model demonstrated a moderate global R² of 0.32, it showed higher predictive accuracy in lower ferritin ranges critical for diagnosing iron deficiency. SHAP analysis revealed Sex, Mean Corpuscular Hemoglobin, and Red Cell Distribution Width as the most influential predictors, consistent with iron-restricted erythropoiesis. ML models based solely on routine hemogram data provide a reliable, zero-cost screening approach for iron deficiency. The integration of explainable AI enhances clinical credibility and supports implementation as an accessible decision support tool.",2026 May 29,2026,
